# Current_8500.csv run at 2000-09-01 12:00:00 PDT on 9883 links
link_name,currA_real,currA_imag,currB_real,currB_imag,currC_real,currC_imag
T28147708B,0.000000,0.000000,-1.473540,-0.052094,0.000000,0.000000
T5356802A,0.859583,-1.168739,0.000000,0.000000,0.000000,0.000000
T5356815A,0.860883,-1.145930,0.000000,0.000000,0.000000,0.000000
T21389761B,0.000000,0.000000,-1.459097,-0.230062,0.000000,0.000000
T226163467A,0.723752,-1.127588,0.000000,0.000000,0.000000,0.000000
T5302400A,0.495695,-0.647536,0.000000,0.000000,0.000000,0.000000
T21380599A,1.144003,-1.692307,0.000000,0.000000,0.000000,0.000000
T5274999C,0.000000,0.000000,0.000000,0.000000,0.549250,1.434256
T5247105B,0.000000,0.000000,-0.884791,-0.095247,0.000000,0.000000
T5260634A,0.521929,-0.610383,0.000000,0.000000,0.000000,0.000000
T5223660C,0.000000,0.000000,0.000000,0.000000,0.258193,0.848427
T5337668B,0.000000,0.000000,-2.231290,-0.018615,0.000000,0.000000
T226194865A,0.858394,-1.165754,0.000000,0.000000,0.000000,0.000000
T5338990B,0.000000,0.000000,-2.944749,-0.110717,0.000000,0.000000
T5338988A,0.303170,-0.449038,0.000000,0.000000,0.000000,0.000000
T5321860B,0.000000,0.000000,-1.473919,-0.003737,0.000000,0.000000
T21459640C,0.000000,0.000000,0.000000,0.000000,0.932419,2.121261
T5323392B,0.000000,0.000000,-1.518058,-0.004042,0.000000,0.000000
T5207290A,0.854931,-1.054412,0.000000,0.000000,0.000000,0.000000
T5302808C,0.000000,0.000000,0.000000,0.000000,0.226916,0.562202
T28148633A,1.102216,-1.682666,0.000000,0.000000,0.000000,0.000000
T21015829A,0.731463,-1.118691,0.000000,0.000000,0.000000,0.000000
T5356011A,0.434759,-0.674216,0.000000,0.000000,0.000000,0.000000
T5260514C,0.000000,0.000000,0.000000,0.000000,0.305272,0.844527
T5338976B,0.000000,0.000000,-0.876825,-0.026854,0.000000,0.000000
T2224179616C,0.000000,0.000000,0.000000,0.000000,0.337990,0.840391
T227903012A,0.737095,-1.166290,0.000000,0.000000,0.000000,0.000000
T226308716B,0.000000,0.000000,-4.570559,-0.501206,0.000000,0.000000
T5293673A,0.738011,-1.143845,0.000000,0.000000,0.000000,0.000000
T2223664050B,0.000000,0.000000,-0.889283,0.000071,0.000000,0.000000
T5355942A,0.722774,-1.124594,0.000000,0.000000,0.000000,0.000000
T5338983B,0.000000,0.000000,-0.290830,-0.010910,0.000000,0.000000
T5391991A,0.439831,-0.685782,0.000000,0.000000,0.000000,0.000000
T5321892C,0.000000,0.000000,0.000000,0.000000,0.602317,1.411007
T5138464C,0.000000,0.000000,0.000000,0.000000,0.225647,0.560471
T5260621C,0.000000,0.000000,0.000000,0.000000,0.473746,1.414428
T5337697B,0.000000,0.000000,-1.507132,-0.004204,0.000000,0.000000
T5302675A,0.816960,-1.075072,0.000000,0.000000,0.000000,0.000000
T226308730A,2.631173,-3.438762,0.000000,0.000000,0.000000,0.000000
T5323398B,0.000000,0.000000,-0.907456,-0.002538,0.000000,0.000000
T5355587B,0.000000,0.000000,-1.482251,-0.001149,0.000000,0.000000
T225533237B,0.000000,0.000000,-0.593208,-0.072522,0.000000,0.000000
T28118808A,1.243033,-1.631295,0.000000,0.000000,0.000000,0.000000
T5337704B,0.000000,0.000000,-1.515366,-0.001536,0.000000,0.000000
T5337701B,0.000000,0.000000,-1.512749,-0.002680,0.000000,0.000000
T5337675A,0.733432,-1.120598,0.000000,0.000000,0.000000,0.000000
T5260594A,0.344265,-0.446204,0.000000,0.000000,0.000000,0.000000
T2224386815A,0.436608,-0.666824,0.000000,0.000000,0.000000,0.000000
T5260590B,0.000000,0.000000,-1.491383,-0.179135,0.000000,0.000000
T5323266B,0.000000,0.000000,-0.898680,-0.004790,0.000000,0.000000
T5293422C,0.000000,0.000000,0.000000,0.000000,0.346794,0.840334
T5339005B,0.000000,0.000000,-2.221530,-0.077901,0.000000,0.000000
T5337626C,0.000000,0.000000,0.000000,0.000000,0.553403,1.440070
T5338919A,0.436924,-0.662901,0.000000,0.000000,0.000000,0.000000
T5355438C,0.000000,0.000000,0.000000,0.000000,0.592056,1.396929
T5138798B,0.000000,0.000000,-0.881066,-0.131200,0.000000,0.000000
T228001810A,0.862135,-1.135408,0.000000,0.000000,0.000000,0.000000
T5338915C,0.000000,0.000000,0.000000,0.000000,0.349529,0.828448
T5339048A,0.459695,-0.650664,0.000000,0.000000,0.000000,0.000000
T5325474B,0.000000,0.000000,-1.476787,-0.051374,0.000000,0.000000
T5321878A,0.736558,-1.162987,0.000000,0.000000,0.000000,0.000000
T5337677A,0.733509,-1.120826,0.000000,0.000000,0.000000,0.000000
T225684682B,0.000000,0.000000,-0.891156,0.000596,0.000000,0.000000
T28129399C,0.000000,0.000000,0.000000,0.000000,0.580643,1.405548
T5302731A,0.812160,-1.068357,0.000000,0.000000,0.000000,0.000000
T21325725C,0.000000,0.000000,0.000000,0.000000,0.326225,0.854312
T5138571A,0.483287,-0.621688,0.000000,0.000000,0.000000,0.000000
T5339020A,0.304956,-0.442780,0.000000,0.000000,0.000000,0.000000
T5339013B,0.000000,0.000000,-0.880668,-0.031346,0.000000,0.000000
T5260632A,0.871040,-1.018245,0.000000,0.000000,0.000000,0.000000
T5247058A,0.344127,-0.434182,0.000000,0.000000,0.000000,0.000000
T225918936C,0.000000,0.000000,0.000000,0.000000,0.329850,0.852264
T5321893C,0.000000,0.000000,0.000000,0.000000,0.602493,1.411173
T5391740B,0.000000,0.000000,-0.610030,-0.060190,0.000000,0.000000
T5138260A,0.481130,-0.611496,0.000000,0.000000,0.000000,0.000000
T5260535C,0.000000,0.000000,0.000000,0.000000,0.759357,2.123982
T21389962C,0.000000,0.000000,0.000000,0.000000,0.327494,0.850226
T5328363B,0.000000,0.000000,-2.142610,-0.174128,0.000000,0.000000
T228057846A,0.735175,-1.158666,0.000000,0.000000,0.000000,0.000000
T5339052C,0.000000,0.000000,0.000000,0.000000,0.834955,2.085158
T5323261B,0.000000,0.000000,-1.507557,-0.006724,0.000000,0.000000
T5260569C,0.000000,0.000000,0.000000,0.000000,0.518365,1.407878
T228622562A,0.515345,-0.696093,0.000000,0.000000,0.000000,0.000000
T5337632C,0.000000,0.000000,0.000000,0.000000,0.332594,0.863260
T21398536A,0.443941,-0.685663,0.000000,0.000000,0.000000,0.000000
T5321877A,0.736573,-1.163034,0.000000,0.000000,0.000000,0.000000
T5338931C,0.000000,0.000000,0.000000,0.000000,0.880351,2.089339
T5339016B,0.000000,0.000000,-1.469825,-0.052927,0.000000,0.000000
T5356798C,0.000000,0.000000,0.000000,0.000000,0.538884,1.393512
T21386442C,0.000000,0.000000,0.000000,0.000000,0.674056,2.174103
T5337633C,0.000000,0.000000,0.000000,0.000000,0.332827,0.863587
T5302678A,0.325780,-0.429108,0.000000,0.000000,0.000000,0.000000
T5251828B,0.000000,0.000000,-0.900764,-0.092778,0.000000,0.000000
T5356803A,0.859662,-1.168937,0.000000,0.000000,0.000000,0.000000
T21386976A,0.444390,-0.687044,0.000000,0.000000,0.000000,0.000000
T5293668A,0.738223,-1.145067,0.000000,0.000000,0.000000,0.000000
T5138796B,0.000000,0.000000,-0.880899,-0.131219,0.000000,0.000000
T5355584B,0.000000,0.000000,-1.476473,-0.002580,0.000000,0.000000
T226191995B,0.000000,0.000000,-0.890339,0.000337,0.000000,0.000000
T5337688B,0.000000,0.000000,-0.896988,-0.003641,0.000000,0.000000
T228446184A,0.726826,-1.109284,0.000000,0.000000,0.000000,0.000000
T226193698C,0.000000,0.000000,0.000000,0.000000,0.617512,1.407599
T5325472B,0.000000,0.000000,-0.906162,-0.002868,0.000000,0.000000
T21390038C,0.000000,0.000000,0.000000,0.000000,0.473345,1.413783
T5356012A,0.434739,-0.674150,0.000000,0.000000,0.000000,0.000000
T5260495B,0.000000,0.000000,-0.583626,-0.089647,0.000000,0.000000
T225767272A,0.736649,-1.163313,0.000000,0.000000,0.000000,0.000000
T28129466A,1.765825,-1.966423,0.000000,0.000000,0.000000,0.000000
T28129466B,0.000000,0.000000,-2.827676,-0.585866,0.000000,0.000000
T28129466C,0.000000,0.000000,0.000000,0.000000,0.913132,2.846111
T226193702C,0.000000,0.000000,0.000000,0.000000,0.369250,0.841852
T5338917A,0.436899,-0.662828,0.000000,0.000000,0.000000,0.000000
T5323248B,0.000000,0.000000,-0.902609,-0.003783,0.000000,0.000000
T5337707B,0.000000,0.000000,-1.516672,-0.000964,0.000000,0.000000
T21393643A,0.737974,-1.143309,0.000000,0.000000,0.000000,0.000000
T21393643B,0.000000,0.000000,-1.454495,-0.027199,0.000000,0.000000
T21393643C,0.000000,0.000000,0.000000,0.000000,0.894614,2.138047
T5247170B,0.000000,0.000000,-2.227066,-0.239166,0.000000,0.000000
T5293664A,1.485501,-2.298026,0.000000,0.000000,0.000000,0.000000
T5293664B,0.000000,0.000000,-4.411633,-0.088744,0.000000,0.000000
T5293664C,0.000000,0.000000,0.000000,0.000000,1.194943,2.858914
T226193395B,0.000000,0.000000,-1.476334,-0.051476,0.000000,0.000000
T5138262A,1.744067,-2.218542,0.000000,0.000000,0.000000,0.000000
T5338923C,0.000000,0.000000,0.000000,0.000000,1.173201,2.788541
T5260607B,0.000000,0.000000,-2.239304,-0.275631,0.000000,0.000000
T5302368B,0.000000,0.000000,-1.511241,-0.154941,0.000000,0.000000
T5338989A,0.150986,-0.223688,0.000000,0.000000,0.000000,0.000000
T5260639C,0.000000,0.000000,0.000000,0.000000,0.493175,1.411660
T5323273B,0.000000,0.000000,-1.506804,-0.006924,0.000000,0.000000
T5260521B,0.000000,0.000000,-0.873947,-0.137511,0.000000,0.000000
T21380325B,0.000000,0.000000,-1.519350,-0.127761,0.000000,0.000000
T5391753B,0.000000,0.000000,-0.605947,-0.060835,0.000000,0.000000
T5260479A,1.295825,-1.575708,0.000000,0.000000,0.000000,0.000000
T5337645B,0.000000,0.000000,-1.475585,-0.015605,0.000000,0.000000
T5275008C,0.000000,0.000000,0.000000,0.000000,0.619313,1.408780
T226194421C,0.000000,0.000000,0.000000,0.000000,0.517495,1.408020
T5338972B,0.000000,0.000000,-1.477220,-0.037208,0.000000,0.000000
T5391747B,0.000000,0.000000,-1.529452,-0.152144,0.000000,0.000000
T5251865C,0.000000,0.000000,0.000000,0.000000,0.268040,0.863572
T5338898A,0.440610,-0.664559,0.000000,0.000000,0.000000,0.000000
T5260605A,1.735864,-2.286148,0.000000,0.000000,0.000000,0.000000
T5138405C,0.000000,0.000000,0.000000,0.000000,0.847561,2.112478
T21397544A,0.443183,-0.683722,0.000000,0.000000,0.000000,0.000000
T5302370B,0.000000,0.000000,-1.510728,-0.155028,0.000000,0.000000
T5337614B,0.000000,0.000000,-1.505880,-0.163332,0.000000,0.000000
T5260467A,0.523045,-0.604885,0.000000,0.000000,0.000000,0.000000
T5223662C,0.000000,0.000000,0.000000,0.000000,0.652462,2.141142
T21384215A,0.441788,-0.665266,0.000000,0.000000,0.000000,0.000000
T21380528A,0.456487,-0.672179,0.000000,0.000000,0.000000,0.000000
T5339003B,0.000000,0.000000,-2.203841,-0.081806,0.000000,0.000000
T21396959A,0.725038,-1.134206,0.000000,0.000000,0.000000,0.000000
T5391985A,0.294308,-0.456895,0.000000,0.000000,0.000000,0.000000
T226195153B,0.000000,0.000000,-0.875125,-0.137039,0.000000,0.000000
T5302733A,0.324169,-0.426777,0.000000,0.000000,0.000000,0.000000
T5302733B,0.000000,0.000000,-2.218078,-0.240696,0.000000,0.000000
HVMV_Sub_connector,463.059949,-354.114067,-522.099854,-202.807197,20.573217,524.291480
X8223_48332_sw,74.500890,-33.378247,-74.139060,-46.519677,-28.110603,35.071293
LN8978753-2,9.280378,-10.230000,-14.829522,-3.158441,4.715321,14.988878
LN8979251-2,1.744641,-2.278568,-3.029478,-0.330845,1.058569,2.830883
LN8979251-1,1.744641,-2.278568,-3.029478,-0.330845,1.058569,2.830883
LN8940663-1,1.765825,-1.966423,-2.827676,-0.585866,0.913132,2.846111
LN8979248-1,1.745327,-2.279694,-3.030807,-0.330684,1.059140,2.831698
LN8979255-1,1.745274,-2.279587,-3.030654,-0.330708,1.059070,2.831612
LN81098881-1,0.866757,-1.133870,-1.507297,-0.163268,0.527615,1.407503
LN8979249-1,1.745327,-2.279694,-3.030807,-0.330684,1.059140,2.831698
LN8979256-1,0.866757,-1.133870,-1.507297,-0.163268,0.527615,1.407503
LN8940662-1,1.765825,-1.966423,-2.827676,-0.585866,0.913132,2.846111
LN8978753-1,9.280378,-10.230000,-14.829522,-3.158441,4.715321,14.988878
LN8989758-1,1.744641,-2.278568,-3.029478,-0.330845,1.058569,2.830883
LN8978752-1,9.280378,-10.230000,-14.829522,-3.158441,4.715321,14.988878
LN8979254-1,1.745274,-2.279587,-3.030654,-0.330708,1.059070,2.831612
LN8979254-2,1.745274,-2.279587,-3.030654,-0.330708,1.059070,2.831612
LN8979257-2,0.866757,-1.133870,-1.507297,-0.163268,0.527615,1.407503
LN8979257-1,0.866757,-1.133870,-1.507297,-0.163268,0.527615,1.407503
LN8979249-2,1.745327,-2.279694,-3.030807,-0.330684,1.059140,2.831698
LN5800693-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
LN5472402-1,14.082213,-21.506595,-62.499696,-0.186460,19.687575,44.905166
LN5926291-1,11.887413,-18.150213,-55.530742,-0.127212,16.641269,37.876945
LN5895793-1,33.030369,-50.552828,-76.471573,-0.357272,28.691120,65.856570
LN6290230-1,163.773799,-253.090313,-263.264068,-1.295385,83.607607,196.063447
LN5623410-1,54.428200,-85.175604,-76.204441,-0.113859,18.082537,42.545890
LN6350556-2,203.689211,-221.308713,-249.062268,-52.757915,29.342151,203.530105
LN6134514-1,33.030369,-50.552828,-77.342301,-0.371570,28.691120,65.856570
LN5833717-1,16.418855,-25.076584,-72.087588,-0.292987,20.296388,46.310524
LN5863704-3,78.089651,-121.343970,-156.098677,-0.489290,36.806668,87.005083
LN5803273-1,14.082213,-21.506595,-62.499696,-0.186460,20.296388,46.310524
LN6320342-1,43.496548,-68.175138,-74.749833,-0.101816,17.495372,41.153726
LN5742811-1,33.030369,-50.552828,-80.246380,-0.421777,28.691120,65.856570
LN5623416-1,161.408891,-249.561383,-263.264068,-1.295385,83.607607,196.063447
LN5804804-1,54.428200,-85.175604,-76.204441,-0.113859,18.082537,42.545890
LN6375549-6,3.668209,-5.602508,0.000000,0.000000,16.272019,37.035093
LN5774495-1,16.418855,-25.076584,-68.402109,-0.248872,20.296388,46.310524
LN6375549-5,3.668209,-5.602508,0.000000,0.000000,16.272019,37.035093
LN6422809-2,78.376630,-121.782922,-156.098677,-0.489290,36.806668,87.005083
LN6380817-1,161.408891,-249.561383,-263.264068,-1.295385,83.607607,196.063447
LN5619489-1,63.184315,-98.720312,-79.249992,-0.151789,26.090375,61.564998
LN5532748-5,63.184315,-98.720312,-79.249992,-0.151789,25.210024,59.475659
LN6290205-1,17.147470,-26.192950,-73.553876,-0.312627,28.691120,65.856570
LN6077784-1,32.767547,-51.433394,-73.292812,-0.091566,17.495372,41.153726
LN5835131-1,12.619274,-19.269135,-55.530742,-0.127212,16.641269,37.876945
LN5956499-3,14.082213,-21.506595,-61.018794,-0.173242,16.641269,37.876945
LN6350537-1,28.340655,-44.512337,-73.292812,-0.091566,15.963690,37.532419
LN6169252-1,63.184315,-98.720312,-80.690976,-0.172482,26.968991,63.651781
LN6169248-1,63.184315,-98.720312,-78.382746,-0.141077,18.668661,43.936092
LN6290203-1,12.619274,-19.269135,-57.762031,-0.145827,16.641269,37.876945
LN5517002-2,2.935546,-4.483375,0.000000,0.000000,15.654507,35.627494
LN5865268-3,14.082213,-21.506595,-62.499696,-0.186460,20.296388,46.310524
LN5742811-3,33.030369,-50.552828,-78.795029,-0.396368,28.691120,65.856570
LN6229829-3,3.668209,-5.602508,-52.398405,-0.107571,16.641269,37.876945
LN6047576-1,20.134880,-30.768016,-75.015857,-0.333778,28.691120,65.856570
LN6411383-1,54.428200,-85.175604,-76.204441,-0.113859,18.082537,42.545890
LN5965099-11,2.935546,-4.483375,0.000000,0.000000,15.654507,35.627494
LN6380838-1,10.052213,-15.347954,-53.291673,-0.112199,16.641269,37.876945
LN6012046-1,17.147470,-26.192950,-73.553876,-0.312627,28.691120,65.856570
LN6229829-2,3.668209,-5.602508,-52.398405,-0.107571,16.641269,37.876945
LN6229793-1,16.418855,-25.076584,-72.087588,-0.292987,21.018821,47.990783
LN6163390-1,63.184315,-98.720312,-79.249992,-0.151789,26.090375,61.564998
LN6259987-1,17.147470,-26.192950,-72.087588,-0.292987,27.068154,62.064490
LN5860423-4,151.320835,-233.963796,-251.969842,-1.210995,82.562512,193.612654
LN6077781-2,148.809951,-230.175586,-251.969842,-1.210995,80.548362,188.781343
LN6375549-3,3.668209,-5.602508,0.000000,0.000000,16.641269,37.876945
LN5860423-3,151.320835,-233.963796,-251.969842,-1.210995,82.562512,193.612654
LN6169257-1,54.428200,-85.175604,-76.204441,-0.113859,18.082537,42.545890
LN6350533-4,11.887413,-18.150213,-55.530742,-0.127212,16.641269,37.876945
LN5860423-1,161.408891,-249.561383,-261.786849,-1.258177,83.607607,196.063447
LN5486729-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
LN6169246-1,17.147470,-26.192950,-72.087588,-0.292987,28.691120,65.856570
LN6383460-1,78.089651,-121.343970,-156.098677,-0.489290,36.806668,87.005083
LN5965099-10,2.935546,-4.483375,0.000000,0.000000,15.654507,35.627494
LN6422809-4,78.376630,-121.782922,-156.098677,-0.489290,36.806668,87.005083
LN6201697-1,29.791605,-46.782770,-73.292812,-0.091566,15.963690,37.532419
LN6380822-1,43.496548,-68.175138,-76.204441,-0.113859,18.082537,42.545890
LN5526906-1,32.767547,-51.433394,-73.292812,-0.091566,15.963690,37.532419
LN5517002-9,3.668209,-5.602508,0.000000,0.000000,15.654507,35.627494
LN5965099-9,2.935546,-4.483375,0.000000,0.000000,15.035195,34.218714
LN6290228-2,199.354326,-214.900526,-249.062268,-52.757915,29.342151,203.530105
LN5895812-1,3.668209,-5.602508,-53.291673,-0.112199,16.641269,37.876945
LN5835144-1,78.089651,-121.343970,-156.098677,-0.489290,36.223231,85.619606
LN5804800-1,150.604897,-232.886713,-251.969842,-1.210995,82.562512,193.612654
LN6134514-2,33.030369,-50.552828,-77.342301,-0.371570,28.691120,65.856570
LN6290228-7,199.354326,-214.900526,-249.062268,-52.757915,29.342151,203.530105
LN6290228-6,199.354326,-214.900526,-249.062268,-52.757915,29.342151,203.530105
LN5593251-1,15.250827,-23.291848,-63.976837,-0.201375,20.296388,46.310524
LN6106657-1,16.418855,-25.076584,-72.087588,-0.292987,20.296388,46.310524
LN6077774-1,16.418855,-25.076584,-72.087588,-0.292987,27.068154,62.064490
LN5653460-6,54.428200,-85.175604,-76.204441,-0.113859,18.668661,43.936092
LN6350556-3,203.689211,-221.308713,-249.062268,-52.757915,29.342151,203.530105
LN5863704-2,78.089651,-121.343970,-156.098677,-0.489290,36.806668,87.005083
LN5804805-1,32.767547,-51.433394,-74.749833,-0.101816,17.495372,41.153726
LN6350544-2,63.184315,-98.720312,-79.249992,-0.151789,26.968991,63.651781
LN5532785-1,15.250827,-23.291848,-66.928034,-0.232572,20.296388,46.310524
LN5956457-2,11.887413,-18.150213,-53.291673,-0.112199,16.641269,37.876945
LN5835173-1,16.418855,-25.076584,-66.928034,-0.232572,20.296388,46.310524
LN6258443-1,14.082213,-21.506595,-63.976837,-0.201375,20.296388,46.310524
LN5532753-1,19.407676,-29.652925,-73.553876,-0.312627,28.691120,65.856570
LN5502528-1,63.184315,-98.720312,-79.249992,-0.151789,18.668661,43.936092
LN5835160-1,203.689211,-221.308713,-249.062268,-52.757915,29.342151,203.530105
LN5965099-2,2.203143,-3.364425,0.000000,0.000000,15.035195,34.218714
LN5985039-1,29.066285,-45.647969,-73.292812,-0.091566,15.963690,37.532419
LN5562932-1,147.729444,-228.532129,-251.969842,-1.210995,80.548362,188.781343
LN5532758-3,32.767547,-51.433394,-73.292812,-0.091566,17.495372,41.153726
LN6199557-1,16.418855,-25.076584,-69.874973,-0.265744,20.296388,46.310524
LN5683810-1,11.887413,-18.150213,-55.530742,-0.127212,16.641269,37.876945
LN5956499-2,14.082213,-21.506595,-61.018794,-0.173242,16.641269,37.876945
LN5742811-4,33.030369,-50.552828,-78.795029,-0.396368,28.691120,65.856570
LN5800830-1,33.030369,-50.552828,-78.795029,-0.396368,28.691120,65.856570
LN5895788-1,43.496548,-68.175138,-76.204441,-0.113859,17.495372,41.153726
LN5502543-2,32.767547,-51.433394,-73.292812,-0.091566,17.495372,41.153726
LN6169261-1,33.030369,-50.552828,-75.015857,-0.333778,28.691120,65.856570
LN5517002-3,3.668209,-5.602508,0.000000,0.000000,15.654507,35.627494
LN6375549-4,3.668209,-5.602508,0.000000,0.000000,16.641269,37.876945
LN5532748-6,63.184315,-98.720312,-79.249992,-0.151789,19.604370,46.152209
LN5653480-1,164.534653,-254.223082,-263.264068,-1.295385,83.607607,196.063447
LN5502569-1,14.082213,-21.506595,-62.499696,-0.186460,16.641269,37.876945
LN5829831-1,19.407676,-29.652925,-75.015857,-0.333778,28.691120,65.856570
LN6350544-3,63.184315,-98.720312,-79.249992,-0.151789,26.968991,63.651781
LN6290228-5,164.534653,-254.223082,-264.140893,-1.322239,83.607607,196.063447
LN5956470-1,149.527411,-231.262560,-251.969842,-1.210995,81.700914,191.540577
LN5526906-2,32.767547,-51.433394,-73.292812,-0.091566,16.316592,38.366304
LN6422809-3,78.376630,-121.782922,-156.098677,-0.489290,36.806668,87.005083
LN5653460-5,63.184315,-98.720312,-76.204441,-0.113859,18.668661,43.936092
LN5965099-8,2.935546,-4.483375,0.000000,0.000000,15.035195,34.218714
LN6077781-3,148.809951,-230.175586,-251.969842,-1.210995,80.548362,188.781343
LN6350542-1,149.527411,-231.262560,-251.969842,-1.210995,81.700914,191.540577
LN6350533-5,11.887413,-18.150213,-55.530742,-0.127212,16.641269,37.876945
LN5865268-2,14.082213,-21.506595,-62.499696,-0.186460,20.296388,46.310524
LN5502542-1,32.767547,-51.433394,-74.749833,-0.101816,17.495372,41.153726
LN5956487-1,10.785197,-16.467547,-53.291673,-0.112199,16.641269,37.876945
LN5686079-1,29.791605,-46.782770,-73.292812,-0.091566,15.963690,37.532419
LN6047604-1,14.082213,-21.506595,-57.762031,-0.145827,16.641269,37.876945
LN5739188-1,19.407676,-29.652925,-75.015857,-0.333778,28.691120,65.856570
LN5956457-3,11.887413,-18.150213,-53.291673,-0.112199,16.641269,37.876945
LN6259996-1,78.376630,-121.782922,-156.098677,-0.489290,36.806668,87.005083
LN5898194-1,10.158639,-11.209573,-16.236966,-3.448956,4.715321,14.988878
LN5558792-1,34.006887,-52.660819,-15.624785,-0.299928,12.938152,30.897959
LN5926310-2,0.440759,-0.676780,-2.184997,-0.040820,0.354822,0.845407
LN6290217-1,3.838910,-5.950094,0.000000,0.000000,4.313041,10.304439
LN5622467-4,9.280378,-10.230000,-14.829522,-3.158441,4.715321,14.988878
LN6290233-1,11.083156,-17.170213,0.000000,0.000000,4.313041,10.304439
LN5653488-1,13.188590,-20.794993,-13.254374,-0.031980,9.087330,21.307589
LN6073575-3,34.006887,-52.660819,-15.624785,-0.299928,12.938152,30.897959
LN6290216-1,31.444604,-48.720215,-15.624785,-0.299928,11.287087,26.970634
LN6073575-2,34.006887,-52.660819,-15.624785,-0.299928,12.938152,30.897959
LN6380813-1,13.188590,-20.794993,-16.489243,-0.039454,9.087330,21.307589
LN6108145-1,3.395753,-5.266252,0.000000,0.000000,4.313041,10.304439
LN6017294-1,13.188590,-20.794993,-13.254374,-0.031980,9.087330,21.307589
LN6017293-1,13.188590,-20.794993,-16.489243,-0.039454,9.087330,21.307589
LN6411407-1,6.949596,-10.765680,0.000000,0.000000,4.313041,10.304439
LN7167521-1,9.280378,-10.230000,-14.829522,-3.158441,4.715321,14.988878
LN5865249-1,6.949596,-10.765680,0.000000,0.000000,4.313041,10.304439
LN5728479-1,3.477589,-4.542434,-6.947841,-0.754713,2.113384,5.642650
LN5593229-1,13.188590,-20.794993,-15.608238,-0.037495,9.087330,21.307589
LN5604685-1,3.035577,-3.821233,-6.071009,-0.842254,1.959363,5.032475
LN6286965-1,1.485820,-2.299034,-2.923832,-0.056926,1.195457,2.860084
LN5835167-6,2.657599,-4.120879,0.000000,0.000000,4.313041,10.304439
LN5653470-1,0.736249,-1.138818,-1.453589,-0.026903,0.593562,1.416657
LN5926310-3,0.440759,-0.676780,-2.184997,-0.040820,0.354822,0.845407
LN6425615-1,5.222862,-6.822022,-9.978495,-1.085420,3.172454,8.474262
LN6199517-1,13.188590,-20.794993,-16.489243,-0.039454,9.087330,21.307589
LN6047580-2,3.395753,-5.266252,0.000000,0.000000,4.313041,10.304439
LN5472394-1,11.083156,-17.170213,0.000000,0.000000,5.146139,12.292675
LN6028890-1,1.298247,-1.634908,-3.035473,-0.421127,0.838899,2.153264
LN6506306-2,2.666574,-4.124380,-4.411633,-0.088744,1.194943,2.858914
LN6108143-1,34.006887,-52.660819,-15.624785,-0.299928,12.348183,29.494327
LN5472403-2,11.083156,-17.170213,0.000000,0.000000,5.146139,12.292675
LN6896673-7,0.000000,0.000000,0.000000,0.000000,0.881047,2.090045
LN6169251-1,13.188590,-20.794993,-16.489243,-0.039454,9.087330,21.307589
LN6260021-1,13.188590,-20.794993,-15.608238,-0.037495,9.087330,21.307589
LN5472403-3,11.083156,-17.170213,0.000000,0.000000,5.146139,12.292675
LN5604685-2,1.737330,-2.186325,-3.035536,-0.421127,1.120464,2.879212
LN6506307-4,1.181073,-1.826353,0.000000,0.000000,0.000000,0.000000
LN6896673-6,0.000000,0.000000,0.000000,0.000000,5.605654,13.323451
LN5622467-1,10.158639,-11.209573,-14.829522,-3.158441,4.715321,14.988878
LN6290210-1,13.188590,-20.794993,-15.608238,-0.037495,9.087330,21.307589
LN5655838-1,10.158639,-11.209573,-16.236966,-3.448956,4.715321,14.988878
LN5591710-3,251.331932,-280.454185,-339.949029,-59.323307,41.533497,235.281198
LN5927298-1,247.028884,-274.713724,-339.949029,-59.323307,41.000754,233.877312
LN5894212-1,3.517570,-5.096451,0.000000,0.000000,0.560945,1.380541
LN5863714-2,208.274361,-227.961000,-310.990459,-54.997763,32.149652,210.431444
LN6286109-1,278.685117,-316.193766,-398.805564,-65.890107,52.770770,265.497078
LN6023352-1,414.361619,-359.498995,-515.246283,-160.531042,42.804055,461.063586
LN5508630-1,414.361619,-359.498995,-515.246283,-160.531042,42.804055,461.063586
LN5542283-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
LN5920279-2,248.748925,-277.019444,-339.949029,-59.323307,41.000754,233.877312
LN6170256-1,274.416444,-310.667633,-384.426303,-64.165718,46.080016,247.427202
LN6047557-2,208.274361,-227.961000,-311.569779,-55.021770,32.149652,210.431444
LN6231998-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
LN6290240-3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
LN5833624-3,4.282083,-6.205700,-61.347458,-2.219605,2.018877,4.967755
LN5503576-1,96.772802,-56.381400,-120.424485,-56.035886,20.264558,162.256648
LN5894212-2,3.517570,-5.096451,0.000000,0.000000,0.000000,0.000000
LN5684838-1,252.193374,-281.595445,-340.849793,-59.416085,41.533497,235.281198
LN6351519-1,436.777799,-384.763514,-541.351927,-165.998325,50.692498,485.676526
LN5472390-3,0.303068,-0.446586,-0.580734,-0.020242,0.225766,0.551164
LN5654433-1,275.715176,-312.357901,-384.426303,-64.165718,46.080016,247.427202
