# Voltage_8500.csv run at 2000-09-01 12:00:00 PDT on 9883 powerflow objects (not all are nodes)
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
SX2935557A,82.139000,-77.470474,82.139000,-77.470474,0.000000,0.000000
SX2673311A,82.327028,-77.700817,82.327028,-77.700817,0.000000,0.000000
SX2729413A,83.420148,-78.007228,83.420148,-78.007228,0.000000,0.000000
SX3122848C,17.810765,114.800030,17.810765,114.800030,0.000000,0.000000
SX2973169A,81.698716,-76.879176,81.698716,-76.879176,0.000000,0.000000
SX2822868A,82.073890,-76.478670,82.073890,-76.478670,0.000000,0.000000
SX2860493A,81.651576,-76.462603,81.651576,-76.462603,0.000000,0.000000
SX3178976A,81.702129,-76.880382,81.702129,-76.880382,0.000000,0.000000
SX2673317A,81.740146,-76.280519,81.740146,-76.280519,0.000000,0.000000
SX2729428A,81.875215,-76.354052,81.875215,-76.354052,0.000000,0.000000
SX2973159A,81.829583,-76.329571,81.829583,-76.329571,0.000000,0.000000
SX3254216A,80.753928,-75.957597,80.753928,-75.957597,0.000000,0.000000
SX2973180B,-106.879169,-26.843605,-106.879169,-26.843605,0.000000,0.000000
SX3066816A,82.048141,-76.471786,82.048141,-76.471786,0.000000,0.000000
SX3216351A,81.641528,-76.461967,81.641528,-76.461967,0.000000,0.000000
SX2841635A,84.395791,-77.796408,84.395791,-77.796408,0.000000,0.000000
SX3254217C,17.413581,113.439409,17.413581,113.439409,0.000000,0.000000
SX2822870C,17.450477,113.557775,17.450477,113.557775,0.000000,0.000000
SX2766725C,17.450849,113.556400,17.450849,113.556400,0.000000,0.000000
SX2879078A,82.057098,-76.479241,82.057098,-76.479241,0.000000,0.000000
SX3048221A,81.623056,-76.462788,81.623056,-76.462788,0.000000,0.000000
SX2879092C,17.070153,111.855461,17.070153,111.855461,0.000000,0.000000
SX2691954B,-104.307735,-38.091387,-104.307735,-38.091387,0.000000,0.000000
SX3104135A,87.815567,-69.723862,87.815567,-69.723862,0.000000,0.000000
SX2991943C,16.735778,113.692465,16.735778,113.692465,0.000000,0.000000
SX3233353A,82.769193,-77.731548,82.769193,-77.731548,0.000000,0.000000
SX3141403A,82.536614,-77.797940,82.536614,-77.797940,0.000000,0.000000
SX2785546A,82.500006,-77.784971,82.500006,-77.784971,0.000000,0.000000
SX2879087A,82.971040,-77.821421,82.971040,-77.821421,0.000000,0.000000
SX2785531A,83.062706,-77.868339,83.062706,-77.868339,0.000000,0.000000
SX3216358A,82.600555,-77.825161,82.600555,-77.825161,0.000000,0.000000
SX2748139B,-109.320591,-27.349002,-109.320591,-27.349002,0.000000,0.000000
SX2935559A,87.072780,-69.681599,87.072780,-69.681599,0.000000,0.000000
SX3048231B,-104.713074,-38.569804,-104.713074,-38.569804,0.000000,0.000000
SX2691959B,-103.386536,-38.252856,-103.386536,-38.252856,0.000000,0.000000
SX2731712B,-109.961915,-27.858806,-109.961915,-27.858806,0.000000,0.000000
SX3010580B,-110.217101,-27.887504,-110.217101,-27.887504,0.000000,0.000000
SX3216361B,-110.086071,-27.877419,-110.086071,-27.877419,0.000000,0.000000
SX2879089C,17.804726,112.183056,17.804726,112.183056,0.000000,0.000000
SX3232301C,18.702681,110.509815,18.702681,110.509815,0.000000,0.000000
SX2763811C,18.739684,110.423568,18.739684,110.423568,0.000000,0.000000
SX2970258C,18.982035,111.554071,18.982035,111.554071,0.000000,0.000000
SX2763812C,18.754119,110.389911,18.754119,110.389911,0.000000,0.000000
SX3101194C,18.784844,110.318248,18.784844,110.318248,0.000000,0.000000
SX2916625B,-105.374062,-38.916145,-105.374062,-38.916145,0.000000,0.000000
SX2955047A,81.016641,-67.067606,81.016641,-67.067606,0.000000,0.000000
SX3066830B,-107.264527,-27.338326,-107.264527,-27.338326,0.000000,0.000000
SX2673343B,-107.630926,-27.426521,-107.630926,-27.426521,0.000000,0.000000
SX2766748A,82.772052,-77.728102,82.772052,-77.728102,0.000000,0.000000
SX2897801A,83.428171,-76.994132,83.428171,-76.994132,0.000000,0.000000
SX2897805A,83.788095,-77.515538,83.788095,-77.515538,0.000000,0.000000
SX3086098A,93.275515,-65.181229,93.275515,-65.181229,0.000000,0.000000
SX3104155C,13.758524,112.051117,13.758524,112.051117,0.000000,0.000000
SX2710543C,18.554238,112.559971,18.554238,112.559971,0.000000,0.000000
SX2861197C,12.524021,116.064402,12.524021,116.064402,0.000000,0.000000
SX2992657A,90.228774,-66.746002,90.228774,-66.746002,0.000000,0.000000
SX3254237A,83.563387,-66.547429,83.563387,-66.547429,0.000000,0.000000
SX2710544A,81.241709,-76.009105,81.241709,-76.009105,0.000000,0.000000
SX2917359A,90.666162,-66.720003,90.666162,-66.720003,0.000000,0.000000
SX3122847A,82.916021,-77.801956,82.916021,-77.801956,0.000000,0.000000
SX3029520B,-107.266332,-26.969716,-107.266332,-26.969716,0.000000,0.000000
SX3150961C,12.684460,115.386174,12.684460,115.386174,0.000000,0.000000
SX2684420B,-107.343763,-27.267667,-107.343763,-27.267667,0.000000,0.000000
SX2685809A,85.748286,-78.770954,85.748286,-78.770954,0.000000,0.000000
SX3097861C,15.040083,116.471526,15.040083,116.471526,0.000000,0.000000
SX2798067B,-104.384948,-40.155055,-104.384948,-40.155055,0.000000,0.000000
SX2929261A,84.874059,-77.941526,84.874059,-77.941526,0.000000,0.000000
SX2891575C,6.537734,115.272429,6.537734,115.272429,0.000000,0.000000
SX2685805A,81.979483,-77.356274,81.979483,-77.356274,0.000000,0.000000
SX3225319B,-101.908708,-36.595527,-101.908708,-36.595527,0.000000,0.000000
SX2925506C,18.540255,112.578451,18.540255,112.578451,0.000000,0.000000
SX2983432A,84.454411,-77.926183,84.454411,-77.926183,0.000000,0.000000
SX2948732B,-109.241718,-27.299565,-109.241718,-27.299565,0.000000,0.000000
SX2911069B,-109.245529,-27.302531,-109.245529,-27.302531,0.000000,0.000000
SX2724120C,15.730194,114.214356,15.730194,114.214356,0.000000,0.000000
SX2858175A,80.484863,-76.290187,80.484863,-76.290187,0.000000,0.000000
SX3251807A,80.021114,-76.256984,80.021114,-76.256984,0.000000,0.000000
SX3231269B,-109.242687,-27.300319,-109.242687,-27.300319,0.000000,0.000000
SX3081380A,91.065407,-66.404058,91.065407,-66.404058,0.000000,0.000000
SX3139103A,80.168546,-76.310096,80.168546,-76.310096,0.000000,0.000000
SX2876814A,82.155824,-77.559574,82.155824,-77.559574,0.000000,0.000000
SX3120503A,80.427258,-76.269458,80.427258,-76.269458,0.000000,0.000000
SX3120504A,80.419211,-76.266561,80.419211,-76.266561,0.000000,0.000000
SX2875754C,13.245823,113.958452,13.245823,113.958452,0.000000,0.000000
SX3195327A,80.597863,-76.330818,80.597863,-76.330818,0.000000,0.000000
SX2763407C,6.210961,116.205238,6.210961,116.205238,0.000000,0.000000
SX2688692B,-102.589737,-41.608474,-102.589737,-41.608474,0.000000,0.000000
SX2688693C,14.151057,113.813572,14.151057,113.813572,0.000000,0.000000
SX2913406B,-106.715485,-26.935217,-106.715485,-26.935217,0.000000,0.000000
SX2989571A,80.391582,-76.256603,80.391582,-76.256603,0.000000,0.000000
SX2764411C,6.542589,115.248489,6.542589,115.248489,0.000000,0.000000
SX3119793B,-105.961044,-39.061986,-105.961044,-39.061986,0.000000,0.000000
SX3251808A,80.744957,-76.411558,80.744957,-76.411558,0.000000,0.000000
SX3027133A,82.516965,-77.790980,82.516965,-77.790980,0.000000,0.000000
SX2857591A,82.933217,-77.808039,82.933217,-77.808039,0.000000,0.000000
SX2726983A,80.293335,-76.249094,80.293335,-76.249094,0.000000,0.000000
SX3157167A,88.206130,-74.727919,88.206130,-74.727919,0.000000,0.000000
SX3082993A,79.935479,-76.226077,79.935479,-76.226077,0.000000,0.000000
SX3120376A,82.865400,-77.914147,82.865400,-77.914147,0.000000,0.000000
SX2989432B,-107.271654,-27.342264,-107.271654,-27.342264,0.000000,0.000000
SX3120484C,17.842894,114.368563,17.842894,114.368563,0.000000,0.000000
SX2820528C,17.770819,114.103529,17.770819,114.103529,0.000000,0.000000
SX2745799C,17.771110,114.102435,17.771110,114.102435,0.000000,0.000000
SX3270814A,82.731599,-77.841110,82.731599,-77.841110,0.000000,0.000000
SX2801895B,-102.247190,-36.672646,-102.247190,-36.672646,0.000000,0.000000
SX2801896B,-109.334892,-27.357114,-109.334892,-27.357114,0.000000,0.000000
SX3214055C,16.735531,114.194966,16.735531,114.194966,0.000000,0.000000
SX3195310A,87.073334,-69.681838,87.073334,-69.681838,0.000000,0.000000
SX3008232B,-110.642299,-27.978563,-110.642299,-27.978563,0.000000,0.000000
SX2764399B,-110.512690,-27.961616,-110.512690,-27.961616,0.000000,0.000000
SX3027116A,88.335575,-70.333338,88.335575,-70.333338,0.000000,0.000000
SX2689678B,-106.012511,-38.971872,-106.012511,-38.971872,0.000000,0.000000
SX2951995C,18.774009,110.343523,18.774009,110.343523,0.000000,0.000000
SX3139086B,-107.001513,-26.938613,-107.001513,-26.938613,0.000000,0.000000
SX2933120C,18.144630,112.336226,18.144630,112.336226,0.000000,0.000000
SX2726973A,83.968525,-77.811522,83.968525,-77.811522,0.000000,0.000000
SX2820531B,-111.213450,-29.951693,-111.213450,-29.951693,0.000000,0.000000
SX3157708C,17.616624,114.330577,17.616624,114.330577,0.000000,0.000000
SX2858166A,85.400646,-78.953433,85.400646,-78.953433,0.000000,0.000000
SX2764403A,82.513262,-74.658478,82.513262,-74.658478,0.000000,0.000000
SX2895449C,17.768768,114.939463,17.768768,114.939463,0.000000,0.000000
SX3176656A,84.355104,-77.641587,84.355104,-77.641587,0.000000,0.000000
SX2820533A,83.539926,-74.910704,83.539926,-74.910704,0.000000,0.000000
SX2876796A,84.624645,-77.108335,84.624645,-77.108335,0.000000,0.000000
SX2876797A,84.658253,-77.197192,84.658253,-77.197192,0.000000,0.000000
SX3157710B,-107.846057,-27.546023,-107.846057,-27.546023,0.000000,0.000000
SX2726974B,-108.754441,-31.322690,-108.754441,-31.322690,0.000000,0.000000
SX2726975B,-107.090300,-27.128263,-107.090300,-27.128263,0.000000,0.000000
SX3195315A,90.936904,-71.577621,90.936904,-71.577621,0.000000,0.000000
SX3143999A,83.705273,-77.293028,83.705273,-77.293028,0.000000,0.000000
SX3125349C,18.990850,112.086979,18.990850,112.086979,0.000000,0.000000
SX3181545C,19.038284,112.415347,19.038284,112.415347,0.000000,0.000000
SX3082981C,13.775478,112.690942,13.775478,112.690942,0.000000,0.000000
SX2876798B,-109.498157,-28.621324,-109.498157,-28.621324,0.000000,0.000000
SX3008237C,16.406178,116.112143,16.406178,116.112143,0.000000,0.000000
SX2783231B,-109.876231,-31.986450,-109.876231,-31.986450,0.000000,0.000000
SX3176660B,-109.686157,-31.763408,-109.686157,-31.763408,0.000000,0.000000
SX3082983B,-109.162428,-31.564901,-109.162428,-31.564901,0.000000,0.000000
SX2801902B,-108.735234,-31.452537,-108.735234,-31.452537,0.000000,0.000000
SX3157718A,88.951026,-74.690546,88.951026,-74.690546,0.000000,0.000000
SX2745806C,18.248041,112.634189,18.248041,112.634189,0.000000,0.000000
SX3195318B,-108.653822,-42.750544,-108.653822,-42.750544,0.000000,0.000000
SX3214071C,12.328592,115.841896,12.328592,115.841896,0.000000,0.000000
SX3214069C,12.398220,115.825432,12.398220,115.825432,0.000000,0.000000
SX3232902A,82.966865,-66.908494,82.966865,-66.908494,0.000000,0.000000
SX3027122A,81.155194,-67.053313,81.155194,-67.053313,0.000000,0.000000
SX3082988B,-104.300725,-44.207284,-104.300725,-44.207284,0.000000,0.000000
SX3027124C,6.393405,115.366572,6.393405,115.366572,0.000000,0.000000
SX2801909C,4.130260,118.950044,4.130260,118.950044,0.000000,0.000000
SX2914324A,82.748777,-78.132134,82.748777,-78.132134,0.000000,0.000000
SX2820556A,80.857482,-76.014352,80.857482,-76.014352,0.000000,0.000000
SX2933135A,82.845242,-66.919268,82.845242,-66.919268,0.000000,0.000000
SX3139366A,95.978455,-64.863740,95.978455,-64.863740,0.000000,0.000000
SX2708744B,-102.279809,-37.917663,-102.279809,-37.917663,0.000000,0.000000
SX2690187B,-102.253511,-37.882571,-102.253511,-37.882571,0.000000,0.000000
SX3233412A,83.190907,-66.194539,83.190907,-66.194539,0.000000,0.000000
SX3027670B,-102.220258,-37.838217,-102.220258,-37.838217,0.000000,0.000000
SX2821087A,82.675871,-65.728589,82.675871,-65.728589,0.000000,0.000000
SX2990098A,83.102350,-66.186337,83.102350,-66.186337,0.000000,0.000000
SX3252336B,-103.170405,-38.008042,-103.170405,-38.008042,0.000000,0.000000
SX2802480B,-102.181932,-37.787118,-102.181932,-37.787118,0.000000,0.000000
SX3233413B,-102.825209,-37.911121,-102.825209,-37.911121,0.000000,0.000000
SX3027671A,83.295801,-66.412195,83.295801,-66.412195,0.000000,0.000000
SX3102286B,-102.149290,-37.743605,-102.149290,-37.743605,0.000000,0.000000
SX2802481A,82.598122,-65.720918,82.598122,-65.720918,0.000000,0.000000
SX3214549A,83.042894,-66.180821,83.042894,-66.180821,0.000000,0.000000
SX3139598B,-105.370505,-38.911307,-105.370505,-38.911307,0.000000,0.000000
SX3214112B,-107.203182,-26.920476,-107.203182,-26.920476,0.000000,0.000000
SX3251854A,84.889819,-74.713560,84.889819,-74.713560,0.000000,0.000000
SX2763072B,-103.071677,-37.235125,-103.071677,-37.235125,0.000000,0.000000
SX3172805A,81.599133,-76.458024,81.599133,-76.458024,0.000000,0.000000
SX3226771A,82.195728,-76.518168,82.195728,-76.518168,0.000000,0.000000
SX3189190A,81.768360,-76.500414,81.768360,-76.500414,0.000000,0.000000
SX2896685A,83.974279,-66.508908,83.974279,-66.508908,0.000000,0.000000
SX2896685B,-103.718187,-38.232873,-103.718187,-38.232873,0.000000,0.000000
SX2896685C,13.179107,115.770807,13.179107,115.770807,0.000000,0.000000
SX2937757C,6.205543,116.219578,6.205543,116.219578,0.000000,0.000000
SX2806553C,6.279931,115.927112,6.279931,115.927112,0.000000,0.000000
SX2862616C,18.792835,110.299601,18.792835,110.299601,0.000000,0.000000
SX2746587C,17.835908,113.810123,17.835908,113.810123,0.000000,0.000000
SX2727795C,15.787827,114.577461,15.787827,114.577461,0.000000,0.000000
SX3177665A,83.715666,-77.499758,83.715666,-77.499758,0.000000,0.000000
SX3046854B,-106.744906,-26.957970,-106.744906,-26.957970,0.000000,0.000000
SX3102793B,-108.941562,-31.432686,-108.941562,-31.432686,0.000000,0.000000
SX2803199A,83.134649,-66.104162,83.134649,-66.104162,0.000000,0.000000
SX2803199B,-102.850462,-38.050917,-102.850462,-38.050917,0.000000,0.000000
SX2803199C,12.953818,114.907417,12.953818,114.907417,0.000000,0.000000
SX3215203A,83.097368,-66.080070,83.097368,-66.080070,0.000000,0.000000
SX3215203B,-102.814829,-38.027600,-102.814829,-38.027600,0.000000,0.000000
SX3215203C,12.958265,114.873849,12.958265,114.873849,0.000000,0.000000
SX3065665A,81.072080,-67.014658,81.072080,-67.014658,0.000000,0.000000
SX3177881C,17.847417,113.877290,17.847417,113.877290,0.000000,0.000000
SX3047058A,81.048095,-76.602117,81.048095,-76.602117,0.000000,0.000000
SX3177894A,79.941336,-76.228194,79.941336,-76.228194,0.000000,0.000000
SX3140238A,80.283752,-76.373074,80.283752,-76.373074,0.000000,0.000000
SX2821770A,83.510300,-77.088716,83.510300,-77.088716,0.000000,0.000000
SX2915534A,83.493118,-77.085924,83.493118,-77.085924,0.000000,0.000000
SX2690868C,18.900320,111.180019,18.900320,111.180019,0.000000,0.000000
SX2803194C,18.991310,111.529500,18.991310,111.529500,0.000000,0.000000
SX3047073C,19.093565,111.850978,19.093565,111.850978,0.000000,0.000000
SX3065696A,81.239947,-76.837048,81.239947,-76.837048,0.000000,0.000000
SX2915542A,83.093463,-66.078006,83.093463,-66.078006,0.000000,0.000000
SX2915542B,-102.810296,-38.024380,-102.810296,-38.024380,0.000000,0.000000
SX2915542C,12.959156,114.869702,12.959156,114.869702,0.000000,0.000000
SX3234149A,91.765921,-61.232062,91.765921,-61.232062,0.000000,0.000000
SX3234149B,-98.985636,-48.483733,-98.985636,-48.483733,0.000000,0.000000
SX3234149C,6.576842,111.017378,6.576842,111.017378,0.000000,0.000000
SX2859391B,-109.832795,-27.735281,-109.832795,-27.735281,0.000000,0.000000
SX2859403A,83.405824,-66.869414,83.405824,-66.869414,0.000000,0.000000
SX3215340A,80.513189,-76.499461,80.513189,-76.499461,0.000000,0.000000
SX3047289A,86.643622,-66.383432,86.643622,-66.383432,0.000000,0.000000
SX3047289B,-101.132385,-40.795524,-101.132385,-40.795524,0.000000,0.000000
SX3047289C,14.164564,112.228984,14.164564,112.228984,0.000000,0.000000
SX3215549B,-107.407026,-27.416886,-107.407026,-27.416886,0.000000,0.000000
SX3253570C,6.202078,116.228747,6.202078,116.228747,0.000000,0.000000
SX2972704C,15.788680,114.574490,15.788680,114.574490,0.000000,0.000000
SX3159645A,84.457336,-77.927185,84.457336,-77.927185,0.000000,0.000000
SX3091052A,80.548928,-75.717733,80.548928,-75.717733,0.000000,0.000000
SX2916234A,81.232012,-76.372967,81.232012,-76.372967,0.000000,0.000000
SX3029183B,-107.088410,-26.830999,-107.088410,-26.830999,0.000000,0.000000
SX3108449A,81.535658,-67.011307,81.535658,-67.011307,0.000000,0.000000
SX3103822C,17.639581,114.451840,17.639581,114.451840,0.000000,0.000000
SX2991640C,13.773932,113.082639,13.773932,113.082639,0.000000,0.000000
SX2729206C,17.657381,114.434973,17.657381,114.434973,0.000000,0.000000
SX2897554C,17.586973,114.063380,17.586973,114.063380,0.000000,0.000000
SX2729207C,17.571948,114.096350,17.571948,114.096350,0.000000,0.000000
SX2766499C,17.582409,114.073399,17.582409,114.073399,0.000000,0.000000
SX2878848C,17.667997,114.411860,17.667997,114.411860,0.000000,0.000000
SX3263051C,15.720480,114.311344,15.720480,114.311344,0.000000,0.000000
SX3312692A,79.932055,-76.224840,79.932055,-76.224840,0.000000,0.000000
SX3315860B,-109.456617,-27.422314,-109.456617,-27.422314,0.000000,0.000000
SX3342743C,17.845658,114.948506,17.845658,114.948506,0.000000,0.000000
SX3448661B,-107.176958,-27.175676,-107.176958,-27.175676,0.000000,0.000000
SX3552667C,11.753641,115.971321,11.753641,115.971321,0.000000,0.000000
SX3626914C,15.781182,114.628823,15.781182,114.628823,0.000000,0.000000
SX3632979A,81.717889,-76.957291,81.717889,-76.957291,0.000000,0.000000
SX3645809C,17.563937,113.924326,17.563937,113.924326,0.000000,0.000000
SX3645810C,17.388717,113.244963,17.388717,113.244963,0.000000,0.000000
SX3645811C,17.394271,113.232601,17.394271,113.232601,0.000000,0.000000
SX3645812C,17.657955,114.244952,17.657955,114.244952,0.000000,0.000000
SX3649297A,83.524179,-78.007477,83.524179,-78.007477,0.000000,0.000000
SX3649298A,83.503369,-78.000153,83.503369,-78.000153,0.000000,0.000000
SX3649299A,83.673213,-78.220932,83.673213,-78.220932,0.000000,0.000000
SX3649300A,83.471845,-77.989060,83.471845,-77.989060,0.000000,0.000000
SX3649301A,83.462221,-77.985675,83.462221,-77.985675,0.000000,0.000000
SX3649302A,83.455221,-77.983212,83.455221,-77.983212,0.000000,0.000000
SX3649304A,83.451158,-77.981784,83.451158,-77.981784,0.000000,0.000000
SX3649305A,84.050780,-78.223960,84.050780,-78.223960,0.000000,0.000000
SX3649306A,83.480838,-77.992224,83.480838,-77.992224,0.000000,0.000000
SX3729297A,83.932130,-77.809667,83.932130,-77.809667,0.000000,0.000000
SX3729298A,83.710722,-77.571872,83.710722,-77.571872,0.000000,0.000000
SX3727707A,83.871860,-77.788852,83.871860,-77.788852,0.000000,0.000000
SX3727708A,84.261101,-77.794237,84.261101,-77.794237,0.000000,0.000000
SX3727709A,83.650545,-77.550947,83.650545,-77.550947,0.000000,0.000000
SX3727710A,83.647189,-77.549780,83.647189,-77.549780,0.000000,0.000000
SX3727711A,84.256565,-77.792674,84.256565,-77.792674,0.000000,0.000000
SX3727712A,83.841830,-77.778482,83.841830,-77.778482,0.000000,0.000000
SX3728037A,83.816245,-77.769635,83.816245,-77.769635,0.000000,0.000000
SX3728038A,83.790015,-77.760569,83.790015,-77.760569,0.000000,0.000000
SX3728039A,83.591015,-77.530227,83.591015,-77.530227,0.000000,0.000000
SX3728040A,83.586348,-77.528603,83.586348,-77.528603,0.000000,0.000000
SX3728041A,83.774393,-77.755168,83.774393,-77.755168,0.000000,0.000000
SX3728042A,83.594593,-77.531473,83.594593,-77.531473,0.000000,0.000000
SX3728043A,83.591522,-77.530405,83.591522,-77.530405,0.000000,0.000000
SX3778577C,18.558248,112.531819,18.558248,112.531819,0.000000,0.000000
SX3784018A,84.478843,-77.493167,84.478843,-77.493167,0.000000,0.000000
X2673305B,-109.234398,-42.998642,-109.234398,-42.998642,0.000000,0.000000
X3048196B,-109.219149,-42.985440,-109.219149,-42.985440,0.000000,0.000000
X2991911C,15.782664,115.352813,15.782664,115.352813,0.000000,0.000000
X2973158C,15.626613,115.698858,15.626613,115.698858,0.000000,0.000000
X3048208A,93.148957,-72.139305,93.148957,-72.139305,0.000000,0.000000
X3029502A,86.260176,-67.023020,86.260176,-67.023020,0.000000,0.000000
X3104125B,-101.706441,-40.322675,-101.706441,-40.322675,0.000000,0.000000
X3160107A,86.877511,-67.133230,86.877511,-67.133230,0.000000,0.000000
X2785516B,-109.120480,-42.913027,-109.120480,-42.913027,0.000000,0.000000
X3141400A,87.523131,-67.255180,87.523131,-67.255180,0.000000,0.000000
X2897775C,15.917130,114.784811,15.917130,114.784811,0.000000,0.000000
X3010565C,15.912491,114.792531,15.912491,114.792531,0.000000,0.000000
X2916609C,15.901661,114.895357,15.901661,114.895357,0.000000,0.000000
X2879073C,15.921333,114.718234,15.921333,114.718234,0.000000,0.000000
X3104126C,15.911063,114.804223,15.911063,114.804223,0.000000,0.000000
X3029503C,15.905254,114.858433,15.905254,114.858433,0.000000,0.000000
X2691950C,15.903953,114.894377,15.903953,114.894377,0.000000,0.000000
X2691951C,15.881820,115.083627,15.881820,115.083627,0.000000,0.000000
X2879076C,15.888892,114.997270,15.888892,114.997270,0.000000,0.000000
X2841630C,15.881400,115.091241,15.881400,115.091241,0.000000,0.000000
X2841629C,15.884244,115.092792,15.884244,115.092792,0.000000,0.000000
X2785523C,15.883979,115.050216,15.883979,115.050216,0.000000,0.000000
X3216347C,15.880710,115.077276,15.880710,115.077276,0.000000,0.000000
X3141388C,15.886972,115.021970,15.886972,115.021970,0.000000,0.000000
X3066801C,15.900195,114.911984,15.900195,114.911984,0.000000,0.000000
X2879055C,15.901688,114.899774,15.901688,114.899774,0.000000,0.000000
X2973144C,15.907053,114.879181,15.907053,114.879181,0.000000,0.000000
X2785518C,15.908321,114.848956,15.908321,114.848956,0.000000,0.000000
X2766717C,15.908058,114.847660,15.908058,114.847660,0.000000,0.000000
X2673309C,15.911536,114.842531,15.911536,114.842531,0.000000,0.000000
X3104113A,91.181686,-71.930724,91.181686,-71.930724,0.000000,0.000000
X3104121A,91.182713,-71.930984,91.182713,-71.930984,0.000000,0.000000
X2673310A,91.187624,-71.932227,91.187624,-71.932227,0.000000,0.000000
X2916627A,91.194899,-71.934069,91.194899,-71.934069,0.000000,0.000000
X2804283A,91.211691,-71.938320,91.211691,-71.938320,0.000000,0.000000
X3104122A,91.229152,-71.945889,91.229152,-71.945889,0.000000,0.000000
X2785519A,91.236896,-71.949246,91.236896,-71.949246,0.000000,0.000000
X2748129A,91.243983,-71.955680,91.243983,-71.955680,0.000000,0.000000
X2973151A,91.524246,-71.779618,91.524246,-71.779618,0.000000,0.000000
X2748146A,91.548976,-71.790393,91.548976,-71.790393,0.000000,0.000000
X2991913A,91.628958,-71.825199,91.628958,-71.825199,0.000000,0.000000
X3235253A,91.380963,-72.012774,91.380963,-72.012774,0.000000,0.000000
X2991907A,91.412657,-72.026033,91.412657,-72.026033,0.000000,0.000000
X2879064A,91.466412,-72.049297,91.466412,-72.049297,0.000000,0.000000
X3197637C,16.015559,115.085112,16.015559,115.085112,0.000000,0.000000
X2860487C,15.951566,115.116000,15.951566,115.116000,0.000000,0.000000
X2841638C,16.926585,114.867569,16.926585,114.867569,0.000000,0.000000
X3235256A,90.111251,-71.621604,90.111251,-71.621604,0.000000,0.000000
X3197630A,90.077516,-71.839825,90.077516,-71.839825,0.000000,0.000000
X3104120B,-107.571470,-40.506791,-107.571470,-40.506791,0.000000,0.000000
X2804251A,90.411151,-71.887011,90.411151,-71.887011,0.000000,0.000000
X3254210C,16.538382,114.922358,16.538382,114.922358,0.000000,0.000000
X3048206A,90.947868,-71.970570,90.947868,-71.970570,0.000000,0.000000
X2710510C,16.426730,114.943721,16.426730,114.943721,0.000000,0.000000
X3197628C,16.430234,114.938039,16.430234,114.938039,0.000000,0.000000
X2766718C,16.297777,114.973753,16.297777,114.973753,0.000000,0.000000
X3010556A,91.575627,-71.841557,91.575627,-71.841557,0.000000,0.000000
X2710520A,89.894446,-71.585675,89.894446,-71.585675,0.000000,0.000000
X2710521A,89.634589,-71.770263,89.634589,-71.770263,0.000000,0.000000
X3085396A,89.631062,-71.768710,89.631062,-71.768710,0.000000,0.000000
X3122813A,89.877994,-71.578477,89.877994,-71.578477,0.000000,0.000000
X3254219C,17.018364,114.730621,17.018364,114.730621,0.000000,0.000000
X3254220C,17.019004,114.728331,17.019004,114.728331,0.000000,0.000000
X3104134C,17.026111,114.753388,17.026111,114.753388,0.000000,0.000000
X2860490A,89.397230,-71.678424,89.397230,-71.678424,0.000000,0.000000
X3254218A,89.490233,-71.746599,89.490233,-71.746599,0.000000,0.000000
X3066818B,-106.933254,-39.559771,-106.933254,-39.559771,0.000000,0.000000
X2785528B,-106.700633,-39.398638,-106.700633,-39.398638,0.000000,0.000000
X2748130B,-106.694761,-39.392287,-106.694761,-39.392287,0.000000,0.000000
X3254212B,-106.689723,-39.385842,-106.689723,-39.385842,0.000000,0.000000
X2785520B,-106.450522,-39.225207,-106.450522,-39.225207,0.000000,0.000000
X2729411A,89.043684,-71.409761,89.043684,-71.409761,0.000000,0.000000
X2897781A,89.043822,-71.409810,89.043822,-71.409810,0.000000,0.000000
X3197644A,89.295964,-71.222623,89.295964,-71.222623,0.000000,0.000000
X3010566C,15.949419,114.484484,15.949419,114.484484,0.000000,0.000000
X3236011B,-104.438193,-43.291615,-104.438193,-43.291615,0.000000,0.000000
X3198358B,-104.425212,-43.276326,-104.425212,-43.276326,0.000000,0.000000
X3104859B,-104.421387,-43.278777,-104.421387,-43.278777,0.000000,0.000000
X2936275B,-105.393661,-50.703575,-105.393661,-50.703575,0.000000,0.000000
X3179674B,-105.382525,-50.689761,-105.382525,-50.689761,0.000000,0.000000
X2748840B,-105.359310,-50.664434,-105.359310,-50.664434,0.000000,0.000000
X3142099B,-105.364000,-50.667883,-105.364000,-50.667883,0.000000,0.000000
X3011298C,13.762235,115.480516,13.762235,115.480516,0.000000,0.000000
X2711234B,-104.449861,-43.298156,-104.449861,-43.298156,0.000000,0.000000
X3198355B,-104.449202,-43.302182,-104.449202,-43.302182,0.000000,0.000000
X2879773A,90.211118,-67.821111,90.211118,-67.821111,0.000000,0.000000
X2786274C,13.514096,115.690174,13.514096,115.690174,0.000000,0.000000
X3179682C,13.511150,115.693934,13.511150,115.693934,0.000000,0.000000
X2936270A,98.848250,-64.588577,98.848250,-64.588577,0.000000,0.000000
X3086078A,98.839940,-64.585825,98.839940,-64.585825,0.000000,0.000000
X3217056A,98.818464,-64.583637,98.818464,-64.583637,0.000000,0.000000
X3217057A,98.830423,-64.580611,98.830423,-64.580611,0.000000,0.000000
X2936268C,6.579381,118.395190,6.579381,118.395190,0.000000,0.000000
X2823592A,99.941400,-64.226739,99.941400,-64.226739,0.000000,0.000000
