t, 1_1_angle, 1_1_speed, 2_1_angle, 2_1_speed, 3_1_angle, 3_1_speed
  7.1800, 6.326015, 1.002920, 6.872958, 1.001326, 6.599439, 1.001520
  7.1900, 6.336986, 1.002900, 6.877992, 1.001345, 6.605033, 1.001448
  7.2000, 6.347879, 1.002878, 6.883099, 1.001364, 6.610361, 1.001379
  7.2100, 6.358685, 1.002854, 6.888280, 1.001385, 6.615433, 1.001312
  7.2200, 6.369398, 1.002829, 6.893539, 1.001405, 6.620259, 1.001248
  7.2300, 6.380010, 1.002801, 6.898877, 1.001427, 6.624849, 1.001188
  7.2400, 6.390514, 1.002771, 6.904298, 1.001449, 6.629218, 1.001131
  7.2500, 6.400901, 1.002739, 6.909801, 1.001471, 6.633378, 1.001078
  7.2600, 6.411166, 1.002706, 6.915388, 1.001493, 6.637347, 1.001029
  7.2700, 6.421302, 1.002671, 6.921060, 1.001516, 6.641139, 1.000984
  7.2800, 6.431300, 1.002634, 6.926817, 1.001538, 6.644772, 1.000945
  7.2900, 6.441156, 1.002595, 6.932660, 1.001561, 6.648266, 1.000910
  7.3000, 6.450863, 1.002554, 6.938587, 1.001583, 6.651639, 1.000881
  7.3100, 6.460414, 1.002512, 6.944598, 1.001606, 6.654910, 1.000856
  7.3200, 6.469805, 1.002469, 6.950693, 1.001628, 6.658102, 1.000838
  7.3300, 6.479029, 1.002424, 6.956870, 1.001649, 6.661234, 1.000825
  7.3400, 6.488081, 1.002378, 6.963127, 1.001670, 6.664327, 1.000818
  7.3500, 6.496957, 1.002330, 6.969464, 1.001691, 6.667405, 1.000816
  7.3600, 6.505651, 1.002282, 6.975877, 1.001711, 6.670488, 1.000821
  7.3700, 6.514161, 1.002232, 6.982366, 1.001731, 6.673597, 1.000830
  7.3800, 6.522481, 1.002182, 6.988927, 1.001750, 6.676755, 1.000846
  7.3900, 6.530609, 1.002130, 6.995558, 1.001768, 6.679981, 1.000867
  7.4000, 6.538541, 1.002078, 7.002257, 1.001786, 6.683298, 1.000894
  7.4100, 6.546275, 1.002025, 7.009020, 1.001802, 6.686725, 1.000925
  7.4200, 6.553808, 1.001971, 7.015846, 1.001819, 6.690280, 1.000962
  7.4300, 6.561138, 1.001917, 7.022731, 1.001834, 6.693983, 1.001004
  7.4400, 6.568265, 1.001863, 7.029673, 1.001848, 6.697851, 1.001050
  7.4500, 6.575186, 1.001809, 7.036668, 1.001862, 6.701901, 1.001100
  7.4600, 6.581901, 1.001754, 7.043713, 1.001875, 6.706147, 1.001154
  7.4700, 6.588410, 1.001699, 7.050805, 1.001887, 6.710604, 1.001211
  7.4800, 6.594714, 1.001645, 7.057942, 1.001899, 6.715283, 1.001272
  7.4900, 6.600812, 1.001590, 7.065120, 1.001909, 6.720197, 1.001335
  7.5000, 6.606705, 1.001536, 7.072336, 1.001919, 6.725354, 1.001401
  7.5100, 6.612396, 1.001483, 7.079588, 1.001928, 6.730763, 1.001469
  7.5200, 6.617887, 1.001430, 7.086873, 1.001936, 6.736430, 1.001538
  7.5300, 6.623178, 1.001378, 7.094188, 1.001944, 6.742359, 1.001608
  7.5400, 6.628274, 1.001326, 7.101530, 1.001951, 6.748553, 1.001679
  7.5500, 6.633177, 1.001275, 7.108897, 1.001957, 6.755015, 1.001749
  7.5600, 6.637891, 1.001226, 7.116287, 1.001963, 6.761742, 1.001820
  7.5700, 6.642420, 1.001177, 7.123697, 1.001968, 6.768733, 1.001889
  7.5800, 6.646768, 1.001130, 7.131125, 1.001972, 6.775984, 1.001957
  7.5900, 6.650940, 1.001084, 7.138568, 1.001976, 6.783489, 1.002024
  7.6000, 6.654942, 1.001039, 7.146025, 1.001980, 6.791242, 1.002088
  7.6100, 6.658777, 1.000996, 7.153495, 1.001983, 6.799233, 1.002150
  7.6200, 6.662453, 1.000955, 7.160975, 1.001985, 6.807452, 1.002209
  7.6300, 6.665976, 1.000915, 7.168464, 1.001987, 6.815888, 1.002265
  7.6400, 6.669351, 1.000876, 7.175960, 1.001989, 6.824527, 1.002317
  7.6500, 6.672586, 1.000840, 7.183462, 1.001991, 6.833356, 1.002365
  7.6600, 6.675688, 1.000806, 7.190969, 1.001992, 6.842358, 1.002409
  7.6700, 6.678664, 1.000773, 7.198479, 1.001993, 6.851518, 1.002449
  7.6800, 6.681521, 1.000743, 7.205993, 1.001993, 6.860819, 1.002484
  7.6900, 6.684268, 1.000715, 7.213509, 1.001994, 6.870242, 1.002514
  7.7000, 6.686912, 1.000689, 7.221025, 1.001994, 6.879768, 1.002539
  7.7100, 6.689461, 1.000665, 7.228543, 1.001994, 6.889379, 1.002558
  7.7200, 6.691925, 1.000643, 7.236060, 1.001994, 6.899054, 1.002573
  7.7300, 6.694311, 1.000623, 7.243577, 1.001994, 6.908773, 1.002582
  7.7400, 6.696628, 1.000606, 7.251093, 1.001993, 6.918517, 1.002586
  7.7500, 6.698884, 1.000591, 7.258607, 1.001993, 6.928265, 1.002584
  7.7600, 6.701089, 1.000579, 7.266120, 1.001993, 6.937996, 1.002577
  7.7700, 6.703252, 1.000569, 7.273631, 1.001992, 6.947691, 1.002565
  7.7800, 6.705380, 1.000561, 7.281139, 1.001991, 6.957330, 1.002547
  7.7900, 6.707484, 1.000556, 7.288644, 1.001990, 6.966894, 1.002525
  7.8000, 6.709571, 1.000552, 7.296146, 1.001989, 6.976363, 1.002498
  7.8100, 6.711651, 1.000552, 7.303644, 1.001988, 6.985721, 1.002466
  7.8200, 6.713733, 1.000553, 7.311138, 1.001987, 6.994950, 1.002429
  7.8300, 6.715825, 1.000557, 7.318628, 1.001986, 7.004032, 1.002388
  7.8400, 6.717935, 1.000563, 7.326112, 1.001985, 7.012953, 1.002343
  7.8500, 6.720072, 1.000571, 7.333591, 1.001983, 7.021697, 1.002295
  7.8600, 6.722244, 1.000582, 7.341063, 1.001981, 7.030252, 1.002243
  7.8700, 6.724460, 1.000594, 7.348527, 1.001979, 7.038604, 1.002188
  7.8800, 6.726726, 1.000609, 7.355983, 1.001976, 7.046743, 1.002130
  7.8900, 6.729052, 1.000625, 7.363430, 1.001974, 7.054658, 1.002069
  7.9000, 6.731443, 1.000644, 7.370865, 1.001971, 7.062340, 1.002006
  7.9100, 6.733907, 1.000664, 7.378288, 1.001967, 7.069783, 1.001942
  7.9200, 6.736452, 1.000686, 7.385697, 1.001963, 7.076979, 1.001876
  7.9300, 6.739082, 1.000710, 7.393091, 1.001959, 7.083924, 1.001809
  7.9400, 6.741806, 1.000735, 7.400467, 1.001954, 7.090615, 1.001741
  7.9500, 6.744629, 1.000762, 7.407824, 1.001949, 7.097048, 1.001672
  7.9600, 6.747555, 1.000791, 7.415159, 1.001943, 7.103224, 1.001604
  7.9700, 6.750592, 1.000821, 7.422471, 1.001936, 7.109143, 1.001536
  7.9800, 6.753743, 1.000852, 7.429756, 1.001929, 7.114807, 1.001469
  7.9900, 6.757013, 1.000884, 7.437012, 1.001921, 7.120219, 1.001402
  8.0000, 6.760407, 1.000917, 7.444237, 1.001912, 7.125383, 1.001338
  8.0100, 6.763928, 1.000951, 7.451427, 1.001902, 7.130305, 1.001274
  8.0200, 6.767580, 1.000986, 7.458580, 1.001892, 7.134992, 1.001213
  8.0300, 6.771365, 1.001022, 7.465692, 1.001881, 7.139452, 1.001154
  8.0400, 6.775287, 1.001059, 7.472761, 1.001869, 7.143694, 1.001097
  8.0500, 6.779348, 1.001096, 7.479782, 1.001856, 7.147729, 1.001044
  8.0600, 6.783550, 1.001133, 7.486754, 1.001842, 7.151567, 1.000993
  8.0700, 6.787895, 1.001171, 7.493671, 1.001828, 7.155221, 1.000946
  8.0800, 6.792384, 1.001210, 7.500532, 1.001812, 7.158704, 1.000902
  8.0900, 6.797017, 1.001248, 7.507332, 1.001795, 7.162029, 1.000863
  8.1000, 6.801795, 1.001287, 7.514068, 1.001778, 7.165211, 1.000827
  8.1100, 6.806719, 1.001325, 7.520737, 1.001760, 7.168266, 1.000795
  8.1200, 6.811789, 1.001364, 7.527334, 1.001740, 7.171208, 1.000767
  8.1300, 6.817003, 1.001402, 7.533857, 1.001720, 7.174054, 1.000744
  8.1400, 6.822361, 1.001440, 7.540303, 1.001699, 7.176821, 1.000725
  8.1500, 6.827862, 1.001478, 7.546668, 1.001677, 7.179524, 1.000711
  8.1600, 6.833505, 1.001515, 7.552948, 1.001655, 7.182182, 1.000701
  8.1700, 6.839287, 1.001552, 7.559142, 1.001631, 7.184812, 1.000695
  8.1800, 6.845208, 1.001588, 7.565245, 1.001607, 7.187429, 1.000694
  8.1900, 6.851263, 1.001624, 7.571255, 1.001582, 7.190052, 1.000698
  8.2000, 6.857451, 1.001659, 7.577170, 1.001556, 7.192697, 1.000706
  8.2100, 6.863770, 1.001693, 7.582986, 1.001530, 7.195381, 1.000719
  8.2200, 6.870215, 1.001726, 7.588703, 1.001503, 7.198120, 1.000735
  8.2300, 6.876785, 1.001759, 7.594316, 1.001475, 7.200929, 1.000756
  8.2400, 6.883474, 1.001790, 7.599826, 1.001447, 7.203824, 1.000781
  8.2500, 6.890281, 1.001821, 7.605229, 1.001419, 7.206819, 1.000809
  8.2600, 6.897200, 1.001850, 7.610525, 1.001390, 7.209928, 1.000841
  8.2700, 6.904228, 1.001878, 7.615712, 1.001361, 7.213163, 1.000876
  8.2800, 6.911360, 1.001905, 7.620790, 1.001332, 7.216538, 1.000915
  8.2900, 6.918593, 1.001931, 7.625757, 1.001303, 7.220063, 1.000956
  8.3000, 6.925922, 1.001956, 7.630614, 1.001274, 7.223748, 1.001000
  8.3100, 6.933342, 1.001980, 7.635360, 1.001244, 7.227602, 1.001046
  8.3200, 6.940849, 1.002002, 7.639995, 1.001215, 7.231634, 1.001094
  8.3300, 6.948438, 1.002023, 7.644521, 1.001186, 7.235850, 1.001143
  8.3400, 6.956103, 1.002043, 7.648937, 1.001157, 7.240256, 1.001194
  8.3500, 6.963841, 1.002062, 7.653245, 1.001128, 7.244855, 1.001246
  8.3600, 6.971646, 1.002079, 7.657446, 1.001100, 7.249652, 1.001299
  8.3700, 6.979513, 1.002094, 7.661541, 1.001073, 7.254648, 1.001352
  8.3800, 6.987437, 1.002109, 7.665534, 1.001046, 7.259843, 1.001404
  8.3900, 6.995413, 1.002122, 7.669426, 1.001019, 7.265236, 1.001457
  8.4000, 7.003435, 1.002134, 7.673220, 1.000994, 7.270826, 1.001509
  8.4100, 7.011499, 1.002144, 7.676919, 1.000969, 7.276610, 1.001559
  8.4200, 7.019600, 1.002153, 7.680526, 1.000945, 7.282582, 1.001609
  8.4300, 7.027731, 1.002161, 7.684044, 1.000922, 7.288737, 1.001656
  8.4400, 7.035889, 1.002167, 7.687478, 1.000900, 7.295067, 1.001702
  8.4500, 7.044068, 1.002172, 7.690832, 1.000879, 7.301566, 1.001745
  8.4600, 7.052262, 1.002175, 7.694110, 1.000860, 7.308222, 1.001786
  8.4700, 7.060467, 1.002177, 7.697317, 1.000842, 7.315028, 1.001824
  8.4800, 7.068677, 1.002178, 7.700458, 1.000825, 7.321970, 1.001859
  8.4900, 7.076888, 1.002178, 7.703538, 1.000809, 7.329038, 1.001890
  8.5000, 7.085095, 1.002176, 7.706562, 1.000795, 7.336217, 1.001918
  8.5100, 7.093292, 1.002173, 7.709537, 1.000783, 7.343496, 1.001942
  8.5200, 7.101474, 1.002168, 7.712468, 1.000772, 7.350859, 1.001963
  8.5300, 7.109638, 1.002162, 7.715361, 1.000763, 7.358291, 1.001979
  8.5400, 7.117777, 1.002155, 7.718223, 1.000756, 7.365778, 1.001992
  8.5500, 7.125888, 1.002147, 7.721059, 1.000750, 7.373304, 1.002000
  8.5600, 7.133965, 1.002138, 7.723877, 1.000746, 7.380853, 1.002004
  8.5700, 7.142004, 1.002127, 7.726684, 1.000743, 7.388409, 1.002004
  8.5800, 7.150000, 1.002115, 7.729484, 1.000743, 7.395955, 1.001999
  8.5900, 7.157949, 1.002102, 7.732287, 1.000744, 7.403477, 1.001990
  8.6000, 7.165847, 1.002088, 7.735097, 1.000747, 7.410958, 1.001977
  8.6100, 7.173688, 1.002072, 7.737922, 1.000752, 7.418382, 1.001960
  8.6200, 7.181470, 1.002056, 7.740769, 1.000759, 7.425734, 1.001939
  8.6300, 7.189187, 1.002038, 7.743644, 1.000767, 7.433000, 1.001914
  8.6400, 7.196836, 1.002019, 7.746553, 1.000777, 7.440164, 1.001886
  8.6500, 7.204412, 1.002000, 7.749503, 1.000789, 7.447213, 1.001853
  8.6600, 7.211912, 1.001979, 7.752501, 1.000802, 7.454134, 1.001818
  8.6700, 7.219332, 1.001957, 7.755551, 1.000817, 7.460914, 1.001779
  8.6800, 7.226668, 1.001934, 7.758661, 1.000833, 7.467542, 1.001737
  8.6900, 7.233917, 1.001911, 7.761835, 1.000851, 7.474008, 1.001692
  8.7000, 7.241075, 1.001886, 7.765078, 1.000870, 7.480301, 1.001646
  8.7100, 7.248138, 1.001861, 7.768396, 1.000890, 7.486413, 1.001596
  8.7200, 7.255104, 1.001834, 7.771793, 1.000912, 7.492336, 1.001546
  8.7300, 7.261969, 1.001807, 7.775274, 1.000935, 7.498064, 1.001493
  8.7400, 7.268730, 1.001779, 7.778842, 1.000958, 7.503592, 1.001439
  8.7500, 7.275384, 1.001751, 7.782501, 1.000983, 7.508915, 1.001385
  8.7600, 7.281928, 1.001721, 7.786253, 1.001008, 7.514031, 1.001329
  8.7700, 7.288360, 1.001691, 7.790103, 1.001034, 7.518937, 1.001274
  8.7800, 7.294676, 1.001660, 7.794051, 1.001061, 7.523634, 1.001218
  8.7900, 7.300876, 1.001629, 7.798099, 1.001087, 7.528121, 1.001163
  8.8000, 7.306955, 1.001597, 7.802250, 1.001115, 7.532401, 1.001108
  8.8100, 7.312913, 1.001564, 7.806504, 1.001142, 7.536477, 1.001055
  8.8200, 7.318747, 1.001531, 7.810861, 1.001170, 7.540353, 1.001002
  8.8300, 7.324455, 1.001497, 7.815322, 1.001197, 7.544035, 1.000952
  8.8400, 7.330036, 1.001463, 7.819886, 1.001224, 7.547530, 1.000903
  8.8500, 7.335488, 1.001429, 7.824552, 1.001251, 7.550844, 1.000856
  8.8600, 7.340809, 1.001394, 7.829319, 1.001278, 7.553988, 1.000812
  8.8700, 7.346000, 1.001359, 7.834185, 1.001304, 7.556970, 1.000771
  8.8800, 7.351057, 1.001324, 7.839149, 1.001329, 7.559801, 1.000732
  8.8900, 7.355982, 1.001289, 7.844207, 1.001354, 7.562494, 1.000697
  8.9000, 7.360773, 1.001253, 7.849358, 1.001378, 7.565059, 1.000665
  8.9100, 7.365430, 1.001217, 7.854597, 1.001401, 7.567511, 1.000637
  8.9200, 7.369952, 1.001182, 7.859922, 1.001423, 7.569864, 1.000612
  8.9300, 7.374340, 1.001146, 7.865328, 1.001445, 7.572130, 1.000591
  8.9400, 7.378593, 1.001111, 7.870812, 1.001465, 7.574326, 1.000575
  8.9500, 7.382713, 1.001075, 7.876370, 1.001483, 7.576467, 1.000562
  8.9600, 7.386699, 1.001040, 7.881996, 1.001501, 7.578567, 1.000553
  8.9700, 7.390553, 1.001005, 7.887687, 1.001518, 7.580643, 1.000549
  8.9800, 7.394276, 1.000970, 7.893437, 1.001533, 7.582710, 1.000549
  8.9900, 7.397869, 1.000936, 7.899241, 1.001546, 7.584784, 1.000553
  9.0000, 7.401333, 1.000902, 7.905095, 1.001559, 7.586881, 1.000561
  9.0100, 7.404670, 1.000869, 7.910993, 1.001570, 7.589017, 1.000573
  9.0200, 7.407883, 1.000836, 7.916930, 1.001580, 7.591206, 1.000589
  9.0300, 7.410973, 1.000804, 7.922901, 1.001588, 7.593463, 1.000609
  9.0400, 7.413942, 1.000772, 7.928900, 1.001595, 7.595803, 1.000633
  9.0500, 7.416794, 1.000741, 7.934923, 1.001600, 7.598239, 1.000660
  9.0600, 7.419531, 1.000711, 7.940964, 1.001604, 7.600784, 1.000691
  9.0700, 7.422157, 1.000682, 7.947017, 1.001607, 7.603452, 1.000725
  9.0800, 7.424674, 1.000654, 7.953079, 1.001608, 7.606253, 1.000762
  9.0900, 7.427086, 1.000626, 7.959143, 1.001609, 7.609197, 1.000801
  9.1000, 7.429398, 1.000600, 7.965206, 1.001608, 7.612296, 1.000843
  9.1100, 7.431612, 1.000575, 7.971263, 1.001605, 7.615557, 1.000887
  9.1200, 7.433733, 1.000551, 7.977308, 1.001602, 7.618988, 1.000933
  9.1300, 7.435765, 1.000528, 7.983339, 1.001597, 7.622595, 1.000981
  9.1400, 7.437713, 1.000506, 7.989350, 1.001592, 7.626385, 1.001030
  9.1500, 7.439582, 1.000486, 7.995338, 1.001585, 7.630360, 1.001080
  9.1600, 7.441376, 1.000467, 8.001299, 1.001577, 7.634525, 1.001130
  9.1700, 7.443101, 1.000449, 8.007229, 1.001569, 7.638880, 1.001181
  9.1800, 7.444761, 1.000432, 8.013126, 1.001559, 7.643427, 1.001231
  9.1900, 7.446363, 1.000418, 8.018986, 1.001549, 7.648164, 1.001282
  9.2000, 7.447911, 1.000404, 8.024807, 1.001538, 7.653090, 1.001331
  9.2100, 7.449412, 1.000392, 8.030585, 1.001527, 7.658202, 1.001380
  9.2200, 7.450871, 1.000382, 8.036319, 1.001515, 7.663495, 1.001428
  9.2300, 7.452294, 1.000373, 8.042007, 1.001502, 7.668964, 1.001473
  9.2400, 7.453687, 1.000366, 8.047646, 1.001489, 7.674603, 1.001517
  9.2500, 7.455055, 1.000360, 8.053236, 1.001476, 7.680403, 1.001559
  9.2600, 7.456406, 1.000357, 8.058774, 1.001462, 7.686357, 1.001599
  9.2700, 7.457745, 1.000354, 8.064259, 1.001448, 7.692455, 1.001636
  9.2800, 7.459078, 1.000354, 8.069691, 1.001434, 7.698686, 1.001669
  9.2900, 7.460412, 1.000355, 8.075070, 1.001419, 7.705039, 1.001700
  9.3000, 7.461753, 1.000357, 8.080393, 1.001405, 7.711503, 1.001728
  9.3100, 7.463107, 1.000362, 8.085662, 1.001390, 7.718064, 1.001752
  9.3200, 7.464481, 1.000367, 8.090876, 1.001376, 7.724711, 1.001773
  9.3300, 7.465880, 1.000375, 8.096036, 1.001361, 7.731428, 1.001790
  9.3400, 7.467310, 1.000384, 8.101140, 1.001347, 7.738202, 1.001803
  9.3500, 7.468778, 1.000395, 8.106191, 1.001333, 7.745019, 1.001812
  9.3600, 7.470289, 1.000407, 8.111188, 1.001318, 7.751864, 1.001818
  9.3700, 7.471850, 1.000421, 8.116132, 1.001305, 7.758723, 1.001820
  9.3800, 7.473466, 1.000436, 8.121025, 1.001291, 7.765580, 1.001817
  9.3900, 7.475142, 1.000453, 8.125866, 1.001277, 7.772420, 1.001811
  9.4000, 7.476885, 1.000472, 8.130657, 1.001264, 7.779230, 1.001801
  9.4100, 7.478699, 1.000491, 8.135399, 1.001251, 7.785994, 1.001787
  9.4200, 7.480589, 1.000512, 8.140093, 1.001239, 7.792698, 1.001769
  9.4300, 7.482560, 1.000534, 8.144740, 1.001227, 7.799329, 1.001748
  9.4400, 7.484618, 1.000558, 8.149342, 1.001215, 7.805872, 1.001723
  9.4500, 7.486766, 1.000582, 8.153900, 1.001203, 7.812316, 1.001695
  9.4600, 7.489008, 1.000608, 8.158415, 1.001192, 7.818647, 1.001663
  9.4700, 7.491349, 1.000634, 8.162887, 1.001181, 7.824854, 1.001629
  9.4800, 7.493792, 1.000662, 8.167319, 1.001170, 7.830926, 1.001592
  9.4900, 7.496341, 1.000690, 8.171712, 1.001160, 7.836852, 1.001552
  9.5000, 7.498999, 1.000720, 8.176066, 1.001150, 7.842622, 1.001509
  9.5100, 7.501768, 1.000750, 8.180382, 1.001140, 7.848229, 1.001465
  9.5200, 7.504652, 1.000780, 8.184663, 1.001131, 7.853664, 1.001418
  9.5300, 7.507652, 1.000811, 8.188907, 1.001121, 7.858919, 1.001370
  9.5400, 7.510771, 1.000843, 8.193117, 1.001112, 7.863990, 1.001320
  9.5500, 7.514010, 1.000875, 8.197292, 1.001103, 7.868871, 1.001269
  9.5600, 7.517370, 1.000908, 8.201434, 1.001094, 7.873557, 1.001217
  9.5700, 7.520853, 1.000940, 8.205542, 1.001085, 7.878047, 1.001164
  9.5800, 7.524458, 1.000973, 8.209617, 1.001077, 7.882337, 1.001111
  9.5900, 7.528187, 1.001006, 8.213660, 1.001068, 7.886427, 1.001058
  9.6000, 7.532040, 1.001038, 8.217670, 1.001059, 7.890316, 1.001005
  9.6100, 7.536016, 1.001071, 8.221647, 1.001051, 7.894006, 1.000953
  9.6200, 7.540114, 1.001103, 8.225592, 1.001042, 7.897499, 1.000901
  9.6300, 7.544333, 1.001135, 8.229503, 1.001033, 7.900798, 1.000850
  9.6400, 7.548673, 1.001167, 8.233380, 1.001024, 7.903906, 1.000800
  9.6500, 7.553132, 1.001198, 8.237224, 1.001015, 7.906828, 1.000751
  9.6600, 7.557708, 1.001229, 8.241033, 1.001006, 7.909571, 1.000704
  9.6700, 7.562398, 1.001259, 8.244806, 1.000996, 7.912141, 1.000660
  9.6800, 7.567200, 1.001289, 8.248543, 1.000986, 7.914546, 1.000617
  9.6900, 7.572112, 1.001317, 8.252243, 1.000976, 7.916794, 1.000576
  9.7000, 7.577131, 1.001345, 8.255905, 1.000966, 7.918895, 1.000539
  9.7100, 7.582252, 1.001372, 8.259528, 1.000956, 7.920857, 1.000503
  9.7200, 7.587474, 1.001398, 8.263111, 1.000945, 7.922693, 1.000471
  9.7300, 7.592791, 1.001423, 8.266653, 1.000934, 7.924413, 1.000442
  9.7400, 7.598200, 1.001447, 8.270153, 1.000923, 7.926028, 1.000416
  9.7500, 7.603697, 1.001469, 8.273609, 1.000911, 7.927552, 1.000393
  9.7600, 7.609278, 1.001491, 8.277021, 1.000899, 7.928997, 1.000374
  9.7700, 7.614937, 1.001511, 8.280387, 1.000887, 7.930375, 1.000358
  9.7800, 7.620671, 1.001530, 8.283707, 1.000874, 7.931701, 1.000346
  9.7900, 7.626473, 1.001548, 8.286979, 1.000862, 7.932988, 1.000337
  9.8000, 7.632340, 1.001564, 8.290203, 1.000849, 7.934249, 1.000333
  9.8100, 7.638266, 1.001579, 8.293378, 1.000835, 7.935498, 1.000331
  9.8200, 7.644246, 1.001593, 8.296502, 1.000822, 7.936750, 1.000334
  9.8300, 7.650275, 1.001605, 8.299575, 1.000808, 7.938017, 1.000339
  9.8400, 7.656346, 1.001616, 8.302598, 1.000795, 7.939313, 1.000349
  9.8500, 7.662455, 1.001625, 8.305568, 1.000781, 7.940651, 1.000362
  9.8600, 7.668596, 1.001633, 8.308486, 1.000767, 7.942045, 1.000378
  9.8700, 7.674764, 1.001639, 8.311353, 1.000753, 7.943506, 1.000398
  9.8800, 7.680953, 1.001644, 8.314166, 1.000739, 7.945047, 1.000421
  9.8900, 7.687157, 1.001647, 8.316928, 1.000726, 7.946679, 1.000446
  9.9000, 7.693370, 1.001649, 8.319638, 1.000712, 7.948414, 1.000475
  9.9100, 7.699588, 1.001649, 8.322297, 1.000699, 7.950260, 1.000506
  9.9200, 7.705805, 1.001648, 8.324906, 1.000685, 7.952229, 1.000539
  9.9300, 7.712015, 1.001646, 8.327465, 1.000672, 7.954328, 1.000575
  9.9400, 7.718213, 1.001642, 8.329975, 1.000660, 7.956565, 1.000612
  9.9500, 7.724394, 1.001637, 8.332438, 1.000647, 7.958947, 1.000652
  9.9600, 7.730552, 1.001630, 8.334856, 1.000635, 7.961480, 1.000693
  9.9700, 7.736683, 1.001622, 8.337229, 1.000624, 7.964170, 1.000735
  9.9800, 7.742781, 1.001613, 8.339561, 1.000613, 7.967019, 1.000777
  9.9900, 7.748842, 1.001602, 8.341852, 1.000603, 7.970032, 1.000821
 10.0000, 7.754860, 1.001590, 8.344106, 1.000593, 7.973210, 1.000865
 10.0100, 7.760832, 1.001577, 8.346324, 1.000584, 7.976554, 1.000909
 10.0200, 7.766752, 1.001563, 8.348510, 1.000576, 7.980064, 1.000953
 10.0300, 7.772617, 1.001548, 8.350666, 1.000568, 7.983738, 1.000996
 10.0400, 7.778422, 1.001532, 8.352796, 1.000562, 7.987575, 1.001039
 10.0500, 7.784164, 1.001514, 8.354903, 1.000556, 7.991571, 1.001081
 10.0600, 7.789838, 1.001496, 8.356989, 1.000551, 7.995721, 1.001121
 10.0700, 7.795441, 1.001477, 8.359059, 1.000547, 8.000021, 1.001160
 10.0800, 7.800970, 1.001456, 8.361117, 1.000544, 8.004465, 1.001197
 10.0900, 7.806421, 1.001435, 8.363165, 1.000543, 8.009045, 1.001232
 10.1000, 7.811792, 1.001414, 8.365209, 1.000542, 8.013752, 1.001265
 10.1100, 7.817078, 1.001391, 8.367252, 1.000542, 8.018580, 1.001295
 10.1200, 7.822279, 1.001368, 8.369298, 1.000544, 8.023517, 1.001323
 10.1300, 7.827391, 1.001344, 8.371351, 1.000546, 8.028555, 1.001348
 10.1400, 7.832412, 1.001320, 8.373417, 1.000550, 8.033681, 1.001371
 10.1500, 7.837340, 1.001295, 8.375498, 1.000555, 8.038886, 1.001390
 10.1600, 7.842173, 1.001269, 8.377599, 1.000561, 8.044157, 1.001406
 10.1700, 7.846910, 1.001243, 8.379725, 1.000568, 8.049481, 1.001418
 10.1800, 7.851548, 1.001217, 8.381880, 1.000576, 8.054847, 1.001428
 10.1900, 7.856087, 1.001191, 8.384069, 1.000585, 8.060242, 1.001434
 10.2000, 7.860526, 1.001164, 8.386294, 1.000596, 8.065653, 1.001436
 10.2100, 7.864863, 1.001137, 8.388561, 1.000607, 8.071067, 1.001435
 10.2200, 7.869097, 1.001110, 8.390873, 1.000620, 8.076471, 1.001431
 10.2300, 7.873229, 1.001082, 8.393235, 1.000633, 8.081853, 1.001423
 10.2400, 7.877257, 1.001055, 8.395650, 1.000648, 8.087200, 1.001412
 10.2500, 7.881182, 1.001027, 8.398122, 1.000663, 8.092499, 1.001398
 10.2600, 7.885004, 1.001000, 8.400653, 1.000680, 8.097738, 1.001381
 10.2700, 7.888722, 1.000973, 8.403248, 1.000697, 8.102906, 1.001360
 10.2800, 7.892337, 1.000945, 8.405909, 1.000715, 8.107992, 1.001337
 10.2900, 7.895849, 1.000918, 8.408638, 1.000733, 8.112985, 1.001311
 10.3000, 7.899258, 1.000891, 8.411439, 1.000753, 8.117874, 1.001282
 10.3100, 7.902566, 1.000864, 8.414314, 1.000772, 8.122651, 1.001251
 10.3200, 7.905773, 1.000837, 8.417264, 1.000793, 8.127307, 1.001218
 10.3300, 7.908881, 1.000811, 8.420291, 1.000813, 8.131834, 1.001183
 10.3400, 7.911890, 1.000785, 8.423397, 1.000834, 8.136224, 1.001146
 10.3500, 7.914801, 1.000759, 8.426582, 1.000855, 8.140471, 1.001107
 10.3600, 7.917616, 1.000734, 8.429847, 1.000877, 8.144571, 1.001067
 10.3700, 7.920336, 1.000709, 8.433192, 1.000898, 8.148517, 1.001026
 10.3800, 7.922964, 1.000685, 8.436618, 1.000919, 8.152308, 1.000984
 10.3900, 7.925499, 1.000661, 8.440124, 1.000940, 8.155939, 1.000942
 10.4000, 7.927945, 1.000637, 8.443709, 1.000961, 8.159410, 1.000899
 10.4100, 7.930303, 1.000614, 8.447372, 1.000982, 8.162719, 1.000856
 10.4200, 7.932575, 1.000591, 8.451113, 1.001002, 8.165867, 1.000814
 10.4300, 7.934764, 1.000570, 8.454929, 1.001022, 8.168854, 1.000771
 10.4400, 7.936870, 1.000548, 8.458819, 1.001041, 8.171684, 1.000730
 10.4500, 7.938897, 1.000527, 8.462779, 1.001060, 8.174358, 1.000689
 10.4600, 7.940846, 1.000507, 8.466809, 1.001078, 8.176881, 1.000650
 10.4700, 7.942720, 1.000487, 8.470904, 1.001095, 8.179258, 1.000612
 10.4800, 7.944522, 1.000469, 8.475062, 1.001111, 8.181493, 1.000575
 10.4900, 7.946254, 1.000450, 8.479279, 1.001126, 8.183595, 1.000540
